County,State,Zipcode,Name,Max_temp,Min_temp,Description,Feels_like,Sunrise,Sunset,Lon,Lat
Aasco Municipio,PR,00610,Anasco,26.77,23.55,scattered clouds,26.02,1637404678,1637445053,-67.14,18.28
Abbeville ,SC,29620,Abbeville,7.47,3.32,overcast clouds,2.19,1637410053,1637446993,-82.3785,34.1819
Acadia Parish,LA,70516,Branch,18.32,14.06,clear sky,15.74,1637411983,1637449848,-92.3459,30.3446
Accomack ,VA,23301,Accomac,7.93,2.97,overcast clouds,4.33,1637408913,1637444918,-75.6803,37.7159
Ada ,ID,83616,Eagle,6.29,2.65,clear sky,3.59,1637419602,1637453759,-116.362,43.7069
Adair ,IA,50002,Adair,8.41,3.12,overcast clouds,3.68,1637414028,1637448907,-94.6444,41.5137
Adair ,KY,42728,Columbia,10.13,6.61,overcast clouds,6.19,1637411132,1637447300,-85.2656,37.1161
Adair ,MO,63501,Kirksville,10.65,6.43,scattered clouds,8.56,1637413330,1637448616,-92.5856,40.1908
Adair ,OK,74931,Bunch,14.85,11.05,overcast clouds,12.71,1637413220,1637449770,-94.7611,35.6826
Adams ,CO,80019,Aurora,7.42,2.1,overcast clouds,4.81,1637416178,1637451587,-104.7069,39.7656
Adams ,IA,50839,Carbon,9.08,2.71,overcast clouds,3.24,1637413998,1637449022,-94.8231,41.0487
Adams ,ID,83612,Council,3.62,2.6,clear sky,2.83,1637419806,1637453598,-116.4518,44.7628
Adams ,IL,62301,Quincy,12.23,10.01,overcast clouds,9.57,1637413001,1637448365,-91.3763,39.9307
Adams ,IN,46711,Berne,4.96,1.64,overcast clouds,0.35,1637411565,1637446708,-84.9343,40.6716
Adams ,MS,39120,Natchez,13.3,11.88,clear sky,12.38,1637411889,1637449471,-91.3642,31.5492
Adams ,ND,58639,Hettinger,-0.69,-1.15,clear sky,-1.15,1637416758,1637450085,-102.7851,46.0578
Adams ,NE,68901,Hastings,9.88,7.55,overcast clouds,6.58,1637414785,1637449949,-98.3911,40.5877
Adams ,OH,45616,Blue Creek,9.68,6.72,overcast clouds,8.07,1637410900,1637446603,-83.3302,38.7776
Adams ,PA,17301,Abbottstown,4.58,-0.27,clear sky,2.1,1637409540,1637444921,-76.9931,39.8881
Adams ,WA,99105,Benge,4.1,0.47,overcast clouds,2.78,1637420603,1637453622,-118.1611,46.8591
Adams ,WI,53910,Adams,2.54,-2.09,overcast clouds,-1.89,1637413259,1637447360,-89.8219,43.8967
Addison ,VT,05443,Bristol,1.68,-2.58,clear sky,-1.18,1637409278,1637443300,-73.0717,44.146
Adjuntas Municipio,PR,00601,Adjuntas,23.35,20.13,scattered clouds,22.37,1637404565,1637444963,-66.72,18.16
Aguada Municipio,PR,00602,Aguada,26.56,23.35,scattered clouds,25.88,1637404697,1637445053,-67.18,18.38
Aguadilla Municipio,PR,00603,Aguadilla,26.19,22.98,scattered clouds,25.57,1637404694,1637445041,-67.15,18.43
Aguas Buenas Municipio,PR,00703,"""Aguas Buenas""",25.47,21.54,broken clouds,24.36,1637404425,1637444806,-66.1,18.25
Aibonito Municipio,PR,00705,Aibonito,22.8,18.39,scattered clouds,21.88,1637404453,1637444855,-66.26,18.14
Aiken ,SC,29105,Monetta,9.58,4.11,broken clouds,4.7,1637409818,1637446852,-81.5956,33.8084
Aitkin ,MN,55748,Hill City,-1.88,-6.06,clear sky,-5.85,1637414729,1637447704,-93.5994,46.9968
Alachua ,FL,32601,Gainesville,19.3,16.91,overcast clouds,17.57,1637409497,1637447523,-82.325,29.6489
Alamance ,NC,27201,Alamance,5.78,0.04,clear sky,1.27,1637409598,1637446059,-79.4856,36.0318
Alameda ,CA,94501,Alameda,18.64,13.31,clear sky,15.29,1637420109,1637456086,-122.2648,37.7706
Alamosa ,CO,81101,Alamosa,5.73,2.42,broken clouds,1.65,1637416131,1637452197,-105.8786,37.4703
Albany ,NY,12007,Alcove,4.51,-0.03,overcast clouds,0.73,1637409202,1637443787,-73.9277,42.4561
Albany ,WY,82051,Bosler,2.18,-1.81,clear sky,-6.6,1637416671,1637451528,-105.6112,41.5735
Albemarle ,VA,22901,Charlottesville,3.99,-1.09,clear sky,1.21,1637409657,1637445556,-78.5611,38.0936
Alcona ,MI,48705,Barton City,2.57,1.22,overcast clouds,-1.81,1637411904,1637445728,-83.5994,44.702
Alcorn ,MS,38834,Corinth,11.26,6.03,clear sky,8.73,1637411634,1637448395,-88.5916,34.8759
Aleutians East Borough,AK,99553,Akutan,1.44,1.44,light rain,-4.47,1637433716,1637463372,-165.7854,54.143
Aleutians West Census Area,AK,99546,Adak,3.93,3.93,overcast clouds,-0.31,1637435742,1637466567,-176.6581,51.88
Alexander ,IL,62914,Cairo,11.1,6.85,overcast clouds,9.49,1637412058,1637448253,-89.1811,37.0123
Alexander ,NC,28636,Hiddenite,5.13,-0.83,overcast clouds,1.75,1637409962,1637446445,-81.0487,35.9504
Alexandria city,VA,22301,Alexandria,6.24,1.39,overcast clouds,2.66,1637409400,1637445092,-77.0589,38.82
Alfalfa ,OK,73716,Aline,11.73,9.43,overcast clouds,8.79,1637414218,1637450548,-98.4574,36.5056
Alger ,MI,49806,Au Train,1.56,-2.63,few clouds,-5.27,1637413017,1637446206,-86.9115,46.4446
Allamakee ,IA,52140,Dorchester,4.8,-0.36,overcast clouds,0.77,1637413587,1637447842,-91.5076,43.4421
Allegan ,MI,49010,Allegan,6.49,1.4,overcast clouds,3.59,1637412081,1637446640,-85.8661,42.5256
Allegany ,MD,21502,Cumberland,4.05,-0.17,clear sky,1.08,1637409942,1637445407,-78.8444,39.5992
Allegany ,NY,14707,Allentown,3.02,0.03,broken clouds,-3.04,1637410133,1637444840,-78.0594,42.0737
Alleghany ,NC,28623,Ennice,2.43,-4.23,overcast clouds,-0.98,1637410022,1637446351,-80.9771,36.5253
Alleghany ,VA,24422,Clifton Forge,3.27,-1.88,broken clouds,0.21,1637409918,1637445893,-79.8054,37.8203
Allegheny ,PA,15006,Bairdford,7.29,3.23,overcast clouds,5.41,1637410345,1637445502,-79.8814,40.6312
Allen ,IN,46741,Grabill,4.98,1.09,clear sky,1.29,1637411650,1637446626,-84.9406,41.2108
Allen ,KS,66732,Elsmore,12.27,7.57,overcast clouds,8.01,1637413602,1637449577,-95.1546,37.8035
Allen ,KY,42120,Adolphus,10.09,5.01,overcast clouds,6.83,1637411312,1637447599,-86.2636,36.6775
Allen ,OH,45801,Lima,5.18,1.82,clear sky,3.6,1637411378,1637446493,-84.0973,40.7641
Allen Parish,LA,70637,Dry Creek,17.84,13.53,clear sky,16.38,1637412176,1637449961,-92.9843,30.6859
Allendale ,SC,29810,Allendale,11.67,7.27,clear sky,8.94,1637409653,1637446885,-81.3203,33.0077
Alpena ,MI,49707,Alpena,3.04,1.69,overcast clouds,1.98,1637411937,1637445628,-83.4602,45.079
Alpine ,CA,96120,Markleeville,6.24,-2.59,clear sky,1.49,1637419666,1637455361,-119.8327,38.7713
Amador ,CA,95629,Fiddletown,13.83,8.11,clear sky,11.06,1637419833,1637455599,-120.6763,38.5234
Amelia ,VA,23002,Amelia Court House,4.8,-0.38,overcast clouds,0.5,1637409414,1637445522,-77.9841,37.3428
Amherst ,VA,24521,Amherst,3.23,-1.96,overcast clouds,0.75,1637409706,1637445742,-79.0506,37.6027
Amite ,MS,39638,Gloster,17.16,11.33,few clouds,13.65,1637411741,1637449408,-90.924,31.1903
Anchorage Municipality,AK,99501,Anchorage,-12.69,-19.14,clear sky,-20.56,1637432394,1637457057,-149.8761,61.2116
Anderson ,KS,66015,Colony,11.65,7.81,overcast clouds,8.13,1637413682,1637449581,-95.3287,38.0761
Anderson ,KY,40342,Lawrenceburg,11.25,5.49,overcast clouds,7.47,1637411176,1637447094,-84.9299,38.0189
Anderson ,SC,29621,Anderson,7.67,2.62,few clouds,3.74,1637410157,1637447010,-82.6304,34.5261
Anderson ,TN,37705,Andersonville,9.2,2.16,clear sky,5.71,1637410716,1637447134,-84.0544,36.1915
Anderson ,TX,75763,Frankston,18.25,15.38,clear sky,16.71,1637412946,1637450407,-95.5163,32.0535
Andrew ,MO,64421,Amazonia,9.62,6.63,clear sky,5.43,1637413847,1637449216,-94.9113,39.9092
Andrews ,TX,79714,Andrews,21.59,17.22,clear sky,18.19,1637414665,1637452060,-102.5409,32.3201
Androscoggin ,ME,04210,Auburn,4.57,-1.98,overcast clouds,-1.8,1637408589,1637442629,-70.239,44.0948
Angelina ,TX,75901,Lufkin,19.01,16.35,clear sky,18.28,1637412644,1637450292,-94.6469,31.27
Anne Arundel ,MD,20711,Lothian,6.41,1.54,clear sky,3.75,1637409302,1637445000,-76.6628,38.8029
Anoka ,MN,55005,Bethel,2.98,-3.88,clear sky,-1.45,1637414340,1637447916,-93.2315,45.3887
Anson ,NC,28007,Ansonville,9.73,2.41,clear sky,5.06,1637409626,1637446330,-80.1092,35.1046
Antelope ,NE,68636,Elgin,7.17,4.73,overcast clouds,2.77,1637414924,1637449657,-98.0751,41.9732
Antrim ,MI,49611,Alba,5.02,0.88,overcast clouds,2.79,1637412282,1637446010,-84.9745,44.9737
Apache ,AZ,85920,Alpine,9.59,5.13,overcast clouds,6.75,1637416433,1637453455,-109.1283,33.8279
Appanoose ,IA,52544,Centerville,9.99,4.36,clear sky,5.88,1637413481,1637448603,-92.8728,40.7326
Appling ,GA,31513,Baxley,16.09,11.44,overcast clouds,13.19,1637409752,1637447280,-82.3486,31.7837
Appomattox ,VA,23958,Pamplin,2.77,-1.27,overcast clouds,0.57,1637409564,1637445693,-78.6517,37.2653
Aransas ,TX,78358,Fulton,23.86,20.99,clear sky,22.47,1637412856,1637451229,-97.0416,28.0865
Arapahoe ,CO,80010,Aurora,7.79,2.36,broken clouds,5.17,1637416212,1637451629,-104.8646,39.7368
Archer ,TX,76351,Archer City,20.81,18.95,broken clouds,19.33,1637413876,1637450969,-98.6249,33.5562
Archuleta ,CO,81121,Arboles,9.69,6.02,overcast clouds,6.54,1637416441,1637452627,-107.4192,37.0281
Arecibo Municipio,PR,00612,Arecibo,26.7,23.49,overcast clouds,26.53,1637404595,1637444938,-66.73,18.45
Arenac ,MI,48610,Alger,4.04,1.64,broken clouds,0.89,1637411947,1637445967,-84.1872,44.1395
Arkansas ,AR,72003,Almyra,12.78,9.04,broken clouds,9.99,1637412257,1637449135,-91.431,34.4146
Arlington ,VA,22201,Arlington,5.88,1.03,clear sky,3.97,1637409418,1637445091,-77.0932,38.8871
Armstrong ,PA,15673,North Apollo,7.55,2.57,overcast clouds,3.57,1637410262,1637445430,-79.5581,40.593
Armstrong ,TX,79094,Wayside,16.29,11.36,overcast clouds,11.58,1637414711,1637451446,-101.3578,34.9653
Aroostook ,ME,04471,Orient,-1.78,-4.49,overcast clouds,-6.49,1637408334,1637441736,-67.8471,45.8911
Arroyo Municipio,PR,00714,Arroyo,26.74,22.81,scattered clouds,25.6,1637404389,1637444823,-66.06,17.97
Arthur ,NE,69121,Arthur,2.18,2.18,overcast clouds,-0.93,1637415730,1637450588,-101.6931,41.574
Ascension Parish,LA,70346,Donaldsonville,18.86,15.97,clear sky,17.56,1637411632,1637449552,-90.997,30.1018
Ashe ,NC,28615,Creston,2.72,-3.83,overcast clouds,-3.21,1637410174,1637446523,-81.6506,36.45
Ashland ,OH,44805,Ashland,5.68,1.91,clear sky,0.04,1637410965,1637446052,-82.3189,40.8559
Ashland ,WI,54514,Butternut,-2.83,-5.8,few clouds,-6.51,1637413795,1637447142,-90.4821,46.0184
Ashley ,AR,71635,Crossett,14.23,12.19,broken clouds,13.43,1637412235,1637449429,-91.9975,33.156
Ashtabula ,OH,44003,Andover,6.19,4.01,broken clouds,2.06,1637410665,1637445515,-80.5754,41.6225
Asotin ,WA,99401,Anatone,2.75,-0.65,overcast clouds,0.99,1637420207,1637453503,-117.0883,46.1285
Assumption Parish,LA,70339,Pierre Part,18.89,16.0,clear sky,17.7,1637411660,1637449616,-91.1885,29.9476
Atascosa ,TX,78008,Campbellton,22.47,18.31,few clouds,18.89,1637413223,1637451445,-98.2566,28.767
Atchison ,KS,66002,Atchison,11.04,6.97,overcast clouds,6.4,1637413848,1637449320,-95.1304,39.5594
Atchison ,MO,64446,Fairfax,9.25,3.97,overcast clouds,6.63,1637414021,1637449264,-95.3751,40.3302
Athens ,OH,45701,Athens,8.36,4.01,overcast clouds,6.42,1637410683,1637446230,-82.102,39.3178
Atkinson ,GA,31624,Axson,16.16,14.03,clear sky,14.97,1637409787,1637447429,-82.7319,31.3035
Atlantic ,NJ,08037,Hammonton,7.16,3.22,overcast clouds,4.63,1637408970,1637444425,-74.7728,39.638
Atoka ,OK,74525,Atoka,18.23,15.85,broken clouds,16.76,1637413379,1637450274,-96.1418,34.3445
Attala ,MS,39067,Ethel,13.39,9.86,broken clouds,12.51,1637411623,1637448826,-89.4659,33.1204
Audrain ,MO,63345,Farber,11.65,9.63,overcast clouds,9.78,1637412953,1637448510,-91.5798,39.2742
Audubon ,IA,50025,Audubon,8.5,4.46,clear sky,4.62,1637414127,1637448938,-94.9164,41.73
Auglaize ,OH,45819,Buckland,5.25,1.67,clear sky,3.6,1637411396,1637446553,-84.2603,40.6241
Augusta ,VA,22939,Fishersville,2.34,-2.51,clear sky,0.07,1637409761,1637445659,-78.9929,38.0964
Aurora ,SD,57368,Plankinton,5.17,2.61,overcast clouds,3.1,1637415309,1637449462,-98.4694,43.7373
Austin ,TX,77418,Bellville,21.38,18.73,overcast clouds,21.03,1637412878,1637450829,-96.2531,29.9658
Autauga ,AL,36003,Autaugaville,13.71,8.62,clear sky,9.89,1637410882,1637448246,-86.7149,32.4625
Avery ,NC,28622,Elk Park,3.18,-3.71,overcast clouds,-2.63,1637410211,1637446636,-81.9639,36.1646
Avoyelles Parish,LA,71322,Bunkie,16.68,12.09,clear sky,12.99,1637411996,1637449739,-92.1466,30.8641
Baca ,CO,81029,Campo,6.84,3.19,overcast clouds,0.11,1637415283,1637451445,-102.5464,37.1195
Bacon ,GA,31510,Alma,16.12,13.99,overcast clouds,14.36,1637409751,1637447336,-82.4633,31.5465
Bailey ,TX,79324,Enochs,16.98,13.8,overcast clouds,14.54,1637414909,1637451922,-102.7599,33.8731
Baker ,FL,32040,Glen Saint Mary,18.85,15.16,scattered clouds,16.76,1637409541,1637447421,-82.2041,30.2861
Baker ,GA,39870,Newton,17.45,12.11,clear sky,15.29,1637410174,1637447812,-84.3367,31.3164
Baker ,OR,97814,Baker City,3.51,-0.47,clear sky,0.48,1637420140,1637453927,-117.8344,44.7749
Baldwin ,AL,36507,Bay Minette,16.16,11.62,clear sky,13.1,1637410944,1637448688,-87.7644,30.8635
Baldwin ,GA,31061,Milledgeville,13.17,6.62,broken clouds,8.92,1637410122,1637447336,-83.2379,33.08
Ballard ,KY,42022,Bandana,11.01,6.75,scattered clouds,8.57,1637412020,1637448179,-88.9455,37.1459
Baltimore ,MD,21013,Baldwin,4.98,0.46,overcast clouds,0.53,1637409365,1637444855,-76.4927,39.5194
Baltimore city,MD,21201,Baltimore,6.12,1.48,broken clouds,3.99,1637409364,1637444920,-76.6252,39.2946
Bamberg ,SC,29003,Bamberg,12.05,7.33,broken clouds,7.67,1637409613,1637446779,-81.0177,33.2779
Bandera ,TX,78003,Bandera,18.38,15.32,few clouds,16.07,1637413521,1637451526,-99.0453,29.7276
Banks ,GA,30511,Baldwin,8.74,2.45,overcast clouds,3.82,1637410352,1637447221,-83.476,34.4574
Banner ,NE,69345,Harrisburg,5.23,2.94,clear sky,2.21,1637416212,1637451076,-103.7111,41.5531
Bannock ,ID,83201,Pocatello,3.47,0.72,overcast clouds,1.31,1637418522,1637452955,-112.4381,42.8876
Baraga ,MI,49908,Baraga,1.02,-3.36,clear sky,-4.76,1637413485,1637446536,-88.5758,46.8048
Barber ,KS,67057,Hardtner,11.28,8.16,overcast clouds,8.25,1637414336,1637450524,-98.6547,37.03
Barbour ,AL,36016,Clayton,15.56,11.03,clear sky,12.28,1637410509,1637448012,-85.4509,31.8874
Barbour ,WV,26238,Volga,3.73,-1.6,broken clouds,-1.81,1637410155,1637445758,-80.018,39.1251
Barceloneta Municipio,PR,00617,Barceloneta,26.6,23.38,overcast clouds,26.56,1637404555,1637444897,-66.56,18.45
Barnes ,ND,58031,Fingal,-0.81,-3.02,clear sky,-5.13,1637415690,1637448750,-97.7812,46.7728
Barnstable ,MA,02532,Buzzards Bay,6.63,-0.92,overcast clouds,3.04,1637408287,1637443100,-70.5905,41.7455
Barnwell ,SC,29812,Barnwell,12.38,6.55,overcast clouds,8.93,1637409688,1637446865,-81.3523,33.2335
Barranquitas Municipio,PR,00794,Barranquitas,22.96,18.55,broken clouds,22.12,1637404466,1637444860,-66.3,18.18
Barren ,KY,42123,Austin,11.53,6.33,overcast clouds,5.83,1637411263,1637447514,-85.985,36.8124
Barron ,WI,54728,Chetek,1.23,-3.92,clear sky,-1.94,1637413948,1637447551,-91.6542,45.317
Barrow ,GA,30011,Auburn,9.82,3.41,clear sky,4.84,1637410380,1637447361,-83.8261,34.0191
Barry ,MI,48897,Woodland,4.4,1.2,overcast clouds,0.5,1637411934,1637446434,-85.1326,42.7057
Barry ,MO,64874,Wheaton,12.9,9.99,clear sky,10.75,1637413194,1637449455,-94.0492,36.7651
Bartholomew ,IN,47201,Columbus,6.67,1.56,clear sky,2.98,1637411587,1637447165,-85.9317,39.2055
Barton ,KS,67511,Albert,8.15,7.42,clear sky,6.51,1637414620,1637450411,-99.0115,38.4528
Barton ,MO,64748,Golden City,13.36,9.78,overcast clouds,10.9,1637413293,1637449381,-94.1027,37.3995
Bartow ,GA,30103,Adairsville,9.49,4.77,clear sky,7.12,1637410685,1637447579,-84.9176,34.3595
Bastrop ,TX,78602,Bastrop,19.95,17.56,overcast clouds,19.14,1637413147,1637451058,-97.2921,30.1388
Bates ,MO,64720,Adrian,11.98,8.16,overcast clouds,9.07,1637413499,1637449303,-94.3683,38.4125
Bath ,KY,40358,Olympia,11.27,1.69,overcast clouds,6.85,1637410891,1637446790,-83.7008,38.0849
Bath ,VA,24445,Hot Springs,1.14,-3.24,broken clouds,-1.14,1637409954,1637445889,-79.8717,37.9638
Baxter ,AR,72537,Gamaliel,12.72,9.44,overcast clouds,10.61,1637412716,1637449059,-92.2284,36.4618
Bay ,FL,32401,Panama City,17.81,14.45,overcast clouds,17.16,1637410354,1637448262,-85.6494,30.1606
Bay ,MI,48611,Auburn,4.25,2.74,overcast clouds,2.07,1637411836,1637446038,-84.1027,43.608
Bayamn Municipio,PR,00956,Bayamon,27.27,22.13,broken clouds,25.56,1637404449,1637444816,-66.17,18.32
Bayfield ,WI,54814,Bayfield,-1.64,-5.03,broken clouds,-3.2,1637414030,1637447069,-90.8217,46.8354
Baylor ,TX,76380,Seymour,19.59,18.27,broken clouds,18.44,1637414033,1637451117,-99.2587,33.5914
Beadle ,SD,57322,Carpenter,0.66,-1.45,scattered clouds,-0.84,1637415336,1637449169,-97.9168,44.6648
Bear Lake ,ID,83220,Bern,0.98,-1.39,broken clouds,-0.93,1637418179,1637452796,-111.3926,42.3191
Beaufort ,NC,27806,Aurora,11.99,5.02,broken clouds,6.92,1637408857,1637445511,-76.7994,35.3023
Beaufort ,SC,29902,Beaufort,15.01,12.06,overcast clouds,12.92,1637409426,1637446799,-80.6698,32.4316
Beauregard Parish,LA,70634,Deridder,17.27,11.86,clear sky,16.41,1637412261,1637450013,-93.2685,30.8287
Beaver ,OK,73844,Gate,10.29,7.81,overcast clouds,8.65,1637414656,1637450885,-100.0734,36.8757
Beaver ,PA,15001,Aliquippa,7.9,4.15,overcast clouds,4.93,1637410445,1637445613,-80.3197,40.5921
Beaver ,UT,84713,Beaver,4.86,3.17,clear sky,1.42,1637417866,1637453703,-112.6299,38.2807
Beaverhead ,MT,59724,Dell,-1.85,-2.56,clear sky,-1.85,1637418897,1637452704,-112.6972,44.723
Becker ,MN,56501,Detroit Lakes,-2.03,-5.51,clear sky,-7.65,1637415234,1637448278,-95.8453,46.8172
Beckham ,OK,73627,Carter,15.16,10.21,overcast clouds,9.24,1637414294,1637450963,-99.4822,35.2208
Bedford ,PA,15521,Alum Bank,3.98,-1.62,clear sky,1.03,1637409975,1637445267,-78.6206,40.1858
Bedford ,TN,37020,Bell Buckle,10.05,3.27,clear sky,4.65,1637411205,1637447769,-86.3949,35.6381
Bedford ,VA,24095,Goodview,4.3,-1.65,overcast clouds,1.54,1637409819,1637445962,-79.7429,37.2123
Bee ,TX,78102,Beeville,22.97,20.99,overcast clouds,22.16,1637413066,1637451365,-97.7616,28.4222
Belknap ,NH,03218,Barnstead,3.47,-1.98,overcast clouds,-1.22,1637408712,1637443010,-71.2887,43.3349
Bell ,KY,40813,Calvin,7.4,2.39,clear sky,3.73,1637410687,1637446965,-83.6405,36.7146
Bell ,TX,76501,Temple,19.57,17.45,clear sky,18.62,1637413268,1637450958,-97.3343,31.0895
Belmont ,OH,43713,Barnesville,7.29,4.22,overcast clouds,3.37,1637410550,1637445900,-81.1375,39.9853
Beltrami ,MN,56601,Bemidji,-2.21,-4.49,clear sky,-6.92,1637415130,1637447880,-94.8013,47.572
Ben Hill ,GA,31750,Fitzgerald,15.99,13.52,scattered clouds,13.74,1637409961,1637447503,-83.2495,31.7248
Benewah ,ID,83824,Desmet,3.22,-0.59,overcast clouds,1.64,1637420350,1637453266,-116.8937,47.126
Bennett ,SD,57551,Martin,3.46,3.0,broken clouds,1.91,1637415998,1637450340,-101.7341,43.1722
Bennington ,VT,05152,Peru,1.87,-3.72,overcast clouds,-3.0,1637409083,1637443406,-72.8868,43.2565
Benson ,ND,58332,Esmond,1.65,-1.29,few clouds,-5.24,1637416415,1637448976,-99.7617,48.0419
Bent ,CO,81038,Fort Lyon,8.08,2.33,overcast clouds,-0.4,1637415525,1637451456,-103.0725,37.9555
Benton ,AR,72712,Bentonville,13.8,10.24,overcast clouds,11.23,1637413181,1637449551,-94.2224,36.3577
Benton ,IA,52206,Atkins,7.68,2.86,few clouds,5.39,1637413438,1637448168,-91.876,41.9881
Benton ,IN,47917,Ambia,5.83,2.66,overcast clouds,1.0,1637412147,1637447347,-87.4796,40.4793
Benton ,MN,56329,Foley,0.62,-4.52,clear sky,-2.57,1637414559,1637448025,-93.9148,45.6919
Benton ,MO,65325,Cole Camp,12.26,8.48,overcast clouds,9.19,1637413222,1637449015,-93.1915,38.4531
Benton ,MS,38603,Ashland,11.75,6.28,overcast clouds,8.06,1637411761,1637448532,-89.1427,34.8346
Benton ,OR,97324,Alsea,8.37,4.93,overcast clouds,5.85,1637421456,1637455384,-123.6089,44.3691
Benton ,TN,38221,Big Sandy,11.99,6.62,overcast clouds,6.25,1637411684,1637448091,-88.0627,36.2285
Benton ,WA,99320,Benton City,5.54,2.07,overcast clouds,1.88,1637420812,1637454051,-119.4913,46.2806
Benzie ,MI,49616,Benzonia,6.57,1.93,scattered clouds,2.26,1637412485,1637446346,-86.0961,44.5955
Bergen ,NJ,07010,Cliffside Park,7.88,2.56,clear sky,2.33,1637408959,1637444059,-73.988,40.8222
Berkeley ,SC,29410,Hanahan,13.27,10.54,few clouds,11.4,1637409330,1637446585,-80.022,32.9185
Berkeley ,WV,25401,Martinsburg,4.63,-0.49,clear sky,1.85,1637409712,1637445219,-77.9727,39.4567
Berks ,PA,18056,Hereford,6.04,0.93,clear sky,3.18,1637409277,1637444490,-75.5491,40.4491
Berkshire ,MA,01201,Pittsfield,3.9,-1.09,overcast clouds,1.6,1637409038,1637443624,-73.2471,42.4531
Bernalillo ,NM,87008,Cedar Crest,10.66,2.95,broken clouds,8.31,1637415934,1637452626,-106.3617,35.1285
Berrien ,GA,31622,Alapaha,16.93,13.74,clear sky,15.21,1637409913,1637447534,-83.2132,31.394
Berrien ,MI,49022,Benton Harbor,6.08,2.28,overcast clouds,1.78,1637412147,1637446841,-86.4234,42.1086
Bertie ,NC,27847,Kelford,9.89,1.12,clear sky,4.0,1637409067,1637445488,-77.1898,36.1871
Bethel Census Area,AK,99551,Akiachak,-16.99,-17.82,clear sky,-23.99,1637435035,1637459963,-161.4314,60.9094
Bexar ,TX,78002,Atascosa,19.27,16.05,haze,17.48,1637413397,1637451505,-98.7421,29.2705
Bibb ,AL,35034,Brent,12.83,8.51,scattered clouds,9.83,1637411059,1637448307,-87.2114,32.9357
Bibb ,GA,31052,Lizella,13.13,8.94,overcast clouds,10.18,1637410226,1637447514,-83.825,32.7773
Bienville Parish,LA,71001,Arcadia,16.71,11.45,few clouds,13.6,1637412384,1637449725,-92.9245,32.5556
Big Horn ,MT,59016,Busby,4.29,4.29,clear sky,0.44,1637417647,1637451158,-106.8723,45.5541
Big Horn ,WY,82410,Basin,3.6,-0.42,clear sky,2.13,1637417719,1637451648,-108.0438,44.3788
Big Stone ,MN,56210,Barry,-0.02,-2.95,few clouds,-3.84,1637415170,1637448684,-96.5589,45.5593
Billings ,ND,58627,Fairfield,3.1,-0.13,clear sky,-3.28,1637417106,1637449987,-103.3056,47.2329
Bingham ,ID,83210,Aberdeen,3.73,-6.58,broken clouds,-2.42,1637418638,1637453032,-112.84,43.0049
Black Hawk ,IA,50613,Cedar Falls,6.23,2.83,broken clouds,4.51,1637413662,1637448219,-92.4497,42.5241
Blackford ,IN,47348,Hartford City,4.81,1.42,overcast clouds,-0.09,1637411638,1637446847,-85.3758,40.4541
Bladen ,NC,28306,Fayetteville,9.62,5.0,scattered clouds,8.3,1637409331,1637446062,-78.9364,35.0019
Blaine ,ID,83313,Bellevue,1.32,-10.7,broken clouds,-3.52,1637419049,1637453297,-114.2498,43.4397
Blaine ,MT,59523,Chinook,4.33,1.71,overcast clouds,-0.12,1637418798,1637451135,-109.2225,48.5799
Blaine ,NE,68821,Brewster,6.06,2.85,overcast clouds,3.57,1637415342,1637450082,-99.8292,41.9467
Blaine ,OK,73040,Geary,15.54,11.51,broken clouds,11.43,1637414084,1637450649,-98.3905,35.6217
Blair ,PA,16601,Altoona,4.15,-0.21,overcast clouds,0.14,1637409975,1637445165,-78.4089,40.5209
Blanco ,TX,78606,Blanco,18.27,14.9,few clouds,16.38,1637413410,1637451333,-98.4107,30.0874
Bland ,VA,24314,Bastian,2.0,-7.49,clear sky,-5.37,1637410161,1637446319,-81.1989,37.1574
Bleckley ,GA,31014,Cochran,13.88,10.27,clear sky,11.44,1637410059,1637447440,-83.3229,32.3981
Bledsoe ,TN,37367,Pikeville,7.99,0.38,overcast clouds,1.71,1637410921,1637447484,-85.2077,35.6408
Blount ,AL,35013,Allgood,11.0,4.9,broken clouds,5.74,1637410998,1637448002,-86.4493,33.9222
Blount ,TN,37701,Alcoa,9.3,2.14,broken clouds,6.31,1637410645,1637447170,-83.9809,35.7852
Blue Earth ,MN,56001,Mankato,3.15,0.02,broken clouds,0.35,1637414306,1637448318,-93.996,44.1538
Boise ,ID,83602,Banks,5.75,1.94,clear sky,3.6,1637419609,1637453638,-116.124,44.0804
Bolivar ,MS,38702,Greenville,13.94,13.01,clear sky,11.78,1637412028,1637449155,-90.9946,33.4258
Bollinger ,MO,63662,Patton,11.15,6.6,overcast clouds,6.98,1637412330,1637448399,-90.05,37.4733
Bon Homme ,SD,57059,Scotland,6.41,3.25,overcast clouds,3.92,1637415028,1637449388,-97.7296,43.1212
Bond ,IL,62086,Sorento,11.83,8.79,overcast clouds,8.63,1637412425,1637448071,-89.5653,38.9693
Bonner ,ID,83804,Blanchard,2.49,-1.74,overcast clouds,0.78,1637420551,1637453112,-116.9909,48.0223
Bonneville ,ID,83285,Wayan,-1.62,-3.69,overcast clouds,-5.31,1637418261,1637452648,-111.2541,43.0269
Boone ,AR,72601,Harrison,13.37,10.55,overcast clouds,10.3,1637412897,1637449299,-93.1062,36.2417
Boone ,IA,50036,Boone,7.56,4.86,overcast clouds,2.86,1637413932,1637448635,-93.8781,42.0694
