County,State,Zipcode,Name,Max_temp,Min_temp,Description,Feels_like,Sunrise,Sunset,Lon,Lat
Aasco Municipio,PR,00610,Anasco,27.36,23.43,scattered clouds,26.05,1637750420,1637790643,-67.14,18.28
Abbeville,SC,29620,Abbeville,7.51,3.21,clear sky,4.28,1637755880,1637792499,-82.3785,34.1819
Acadia Parish,LA,70516,Branch,21.0,18.28,broken clouds,19.77,1637757787,1637795378,-92.3459,30.3446
Accomack,VA,23301,Accomac,3.93,0.0,clear sky,1.18,1637754763,1637790400,-75.6803,37.7159
Ada,ID,83616,Eagle,6.18,2.09,clear sky,4.21,1637765500,1637799194,-116.362,43.7069
Adair,IA,50002,Adair,6.7,0.12,overcast clouds,-1.83,1637759907,1637794360,-94.6444,41.5137
Adair,KY,42728,Columbia,10.13,7.33,overcast clouds,6.22,1637756978,1637792787,-85.2656,37.1161
Adair,MO,63501,Kirksville,13.99,10.88,overcast clouds,12.19,1637759199,1637794080,-92.5856,40.1908
Adair,OK,74931,Bunch,18.11,16.38,light rain,16.91,1637759057,1637795267,-94.7611,35.6826
Adams,CO,80019,Aurora,3.11,-1.83,light snow,-4.29,1637762044,1637797055,-104.7069,39.7656
Adams,IA,50839,Carbon,8.35,2.25,overcast clouds,1.99,1637759874,1637794480,-94.8231,41.0487
Adams,ID,83612,Council,1.87,-1.18,few clouds,-1.7,1637765715,1637799023,-116.4518,44.7628
Adams,IL,62301,Quincy,16.12,12.79,overcast clouds,13.95,1637758868,1637793831,-91.3763,39.9307
Adams,IN,46711,Berne,10.33,6.91,overcast clouds,5.23,1637757438,1637792168,-84.9343,40.6716
Adams,MS,39120,Natchez,16.3,14.21,clear sky,15.87,1637757699,1637794994,-91.3642,31.5492
Adams,ND,58639,Hettinger,-8.15,-8.69,scattered clouds,-14.4,1637762679,1637795497,-102.7851,46.0578
Adams,NE,68901,Hastings,2.75,1.84,overcast clouds,-4.81,1637760657,1637795410,-98.3911,40.5877
Adams,OH,45616,Blue Creek,10.56,3.72,overcast clouds,4.53,1637756758,1637792078,-83.3302,38.7776
Adams,PA,17301,Abbottstown,4.28,-1.42,clear sky,1.05,1637755407,1637790387,-76.9931,39.8881
Adams,WA,99105,Benge,5.63,4.09,broken clouds,3.83,1637766532,1637799026,-118.1611,46.8591
Adams,WI,53910,Adams,7.9,4.69,overcast clouds,4.67,1637759159,1637792793,-89.8219,43.8967
Addison,VT,05443,Bristol,-2.36,-6.55,clear sky,-4.36,1637755181,1637788730,-73.0717,44.146
Adjuntas Municipio,PR,00601,Adjuntas,23.94,20.01,broken clouds,22.12,1637750307,1637790554,-66.72,18.16
Aguada Municipio,PR,00602,Aguada,27.16,23.23,scattered clouds,26.18,1637750439,1637790643,-67.18,18.38
Aguadilla Municipio,PR,00603,Aguadilla,26.79,22.86,scattered clouds,26.76,1637750437,1637790631,-67.15,18.43
Aguas Buenas Municipio,PR,00703,"""Aguas Buenas""",25.52,22.34,broken clouds,24.76,1637750167,1637790397,-66.1,18.25
Aibonito Municipio,PR,00705,Aibonito,22.85,19.5,broken clouds,21.75,1637750194,1637790446,-66.26,18.14
Aiken,SC,29105,Monetta,6.8,3.0,clear sky,3.44,1637755642,1637792361,-81.5956,33.8084
Aitkin,MN,55748,Hill City,-2.25,-7.06,overcast clouds,-12.13,1637760660,1637793106,-93.5994,46.9968
Alachua,FL,32601,Gainesville,15.42,12.56,clear sky,13.12,1637755296,1637793057,-82.325,29.6489
Alamance,NC,27201,Alamance,5.73,0.14,clear sky,3.07,1637755436,1637791554,-79.4856,36.0318
Alameda,CA,94501,Alameda,19.4,14.42,broken clouds,15.73,1637765959,1637801569,-122.2648,37.7706
Alamosa,CO,81101,Alamosa,3.99,1.73,overcast clouds,-0.86,1637761980,1637797681,-105.8786,37.4703
Albany,NY,12007,Alcove,1.22,-3.81,broken clouds,-2.2,1637755089,1637789232,-73.9277,42.4561
Albany,WY,82051,Bosler,-3.81,-4.49,broken clouds,-10.93,1637762551,1637796982,-105.6112,41.5735
Albemarle,VA,22901,Charlottesville,5.72,-0.1,broken clouds,2.04,1637755510,1637791036,-78.5611,38.0936
Alcona,MI,48705,Barton City,8.03,6.22,overcast clouds,3.51,1637757812,1637791153,-83.5994,44.702
Alcorn,MS,38834,Corinth,13.83,9.42,clear sky,9.76,1637757465,1637793897,-88.5916,34.8759
Aleutians East Borough,AK,99553,Akutan,-2.56,-2.56,overcast clouds,-9.56,1637779744,1637808678,-165.7854,54.143
Aleutians West Census Area,AK,99546,Adak,0.93,0.93,light snow,-0.76,1637781733,1637811909,-176.6581,51.88
Alexander,IL,62914,Cairo,15.01,13.19,overcast clouds,12.56,1637757904,1637793741,-89.1811,37.0123
Alexander,NC,28636,Hiddenite,6.14,0.97,scattered clouds,1.61,1637755800,1637791940,-81.0487,35.9504
Alexandria city,VA,22301,Alexandria,6.13,0.27,scattered clouds,1.03,1637755258,1637790567,-77.0589,38.82
Alfalfa,OK,73716,Aline,14.73,13.25,overcast clouds,11.84,1637760059,1637796039,-98.4574,36.5056
Alger,MI,49806,Au Train,5.12,0.57,overcast clouds,0.69,1637758942,1637791613,-86.9115,46.4446
Allamakee,IA,52140,Dorchester,9.84,7.31,overcast clouds,5.2,1637759483,1637793279,-91.5076,43.4421
Allegan,MI,49010,Allegan,11.01,7.25,overcast clouds,8.31,1637757969,1637792084,-85.8661,42.5256
Allegany,MD,21502,Cumberland,5.89,0.01,clear sky,2.6,1637755806,1637790876,-78.8444,39.5992
Allegany,NY,14707,Allentown,3.02,-2.65,clear sky,-2.84,1637756017,1637790288,-78.0594,42.0737
Alleghany,NC,28623,Ennice,2.79,-2.36,scattered clouds,0.62,1637755864,1637791842,-80.9771,36.5253
Alleghany,VA,24422,Clifton Forge,6.06,-0.21,overcast clouds,1.95,1637755769,1637791375,-79.8054,37.8203
Allegheny,PA,15006,Bairdford,5.95,-0.48,clear sky,0.56,1637756218,1637790962,-79.8814,40.6312
Allen,IN,46741,Grabill,10.05,7.57,broken clouds,6.52,1637757527,1637792082,-84.9406,41.2108
Allen,KS,66732,Elsmore,16.95,15.4,overcast clouds,15.62,1637759453,1637795060,-95.1546,37.8035
Allen,KY,42120,Adolphus,11.97,7.49,broken clouds,9.25,1637757155,1637793089,-86.2636,36.6775
Allen,OH,45801,Lima,9.75,6.82,overcast clouds,4.64,1637757252,1637791952,-84.0973,40.7641
Allen Parish,LA,70637,Dry Creek,20.42,17.98,overcast clouds,19.37,1637757981,1637795489,-92.9843,30.6859
Allendale,SC,29810,Allendale,6.11,2.83,clear sky,4.91,1637755472,1637792399,-81.3203,33.0077
Alpena,MI,49707,Alpena,8.04,5.01,scattered clouds,6.58,1637757849,1637791049,-83.4602,45.079
Alpine,CA,96120,Markleeville,9.1,1.66,clear sky,3.89,1637765524,1637800837,-119.8327,38.7713
Amador,CA,95629,Fiddletown,16.32,6.7,clear sky,10.83,1637765689,1637801076,-120.6763,38.5234
Amelia,VA,23002,Amelia Court House,4.05,-0.01,broken clouds,-0.65,1637755262,1637791007,-77.9841,37.3428
Amherst,VA,24521,Amherst,5.9,-0.37,overcast clouds,2.72,1637755556,1637791225,-79.0506,37.6027
Amite,MS,39638,Gloster,16.6,13.4,broken clouds,14.11,1637757549,1637794933,-90.924,31.1903
Anchorage Municipality,AK,99501,Anchorage,-6.94,-11.36,light snow,-9.18,1637778602,1637802183,-149.8761,61.2116
Anderson,KS,66015,Colony,16.1,13.15,overcast clouds,13.91,1637759535,1637795061,-95.3287,38.0761
Anderson,KY,40342,Lawrenceburg,10.92,7.38,clear sky,9.2,1637757029,1637792575,-84.9299,38.0189
Anderson,SC,29621,Anderson,8.6,2.77,clear sky,5.47,1637755986,1637792514,-82.6304,34.5261
Anderson,TN,37705,Andersonville,9.05,2.04,clear sky,4.05,1637756556,1637792628,-84.0544,36.1915
Anderson,TX,75763,Frankston,22.42,21.06,overcast clouds,21.94,1637758759,1637795927,-95.5163,32.0535
Andrew,MO,64421,Amazonia,12.81,7.59,broken clouds,9.03,1637759714,1637794682,-94.9113,39.9092
Andrews,TX,79714,Andrews,19.22,16.71,clear sky,16.29,1637760480,1637797579,-102.5409,32.3201
Androscoggin,ME,04210,Auburn,1.24,-3.19,clear sky,-3.39,1637754491,1637788059,-70.239,44.0948
Angelina,TX,75901,Lufkin,21.14,19.78,few clouds,20.68,1637758453,1637795816,-94.6469,31.27
Anne Arundel,MD,20711,Lothian,5.92,0.01,clear sky,2.91,1637755160,1637790474,-76.6628,38.8029
Anoka,MN,55005,Bethel,2.4,-0.89,overcast clouds,-4.97,1637760255,1637793335,-93.2315,45.3887
Anson,NC,28007,Ansonville,7.51,0.97,clear sky,3.36,1637755459,1637791831,-80.1092,35.1046
Antelope,NE,68636,Elgin,2.17,0.5,overcast clouds,-5.25,1637760808,1637795107,-98.0751,41.9732
Antrim,MI,49611,Alba,7.88,1.62,clear sky,5.69,1637758193,1637791432,-84.9745,44.9737
Apache,AZ,85920,Alpine,4.09,0.13,overcast clouds,1.45,1637762257,1637798965,-109.1283,33.8279
Appanoose,IA,52544,Centerville,13.06,8.86,clear sky,10.0,1637759355,1637794063,-92.8728,40.7326
Appling,GA,31513,Baxley,11.09,4.81,clear sky,7.87,1637755563,1637792801,-82.3486,31.7837
Appomattox,VA,23958,Pamplin,4.51,-0.67,broken clouds,-0.41,1637755411,1637791179,-78.6517,37.2653
Aransas,TX,78358,Fulton,24.99,22.76,overcast clouds,24.07,1637758646,1637796772,-97.0416,28.0865
Arapahoe,CO,80010,Aurora,3.37,-1.57,light snow,0.85,1637762077,1637797097,-104.8646,39.7368
Archer,TX,76351,Archer City,22.16,18.39,overcast clouds,19.13,1637759699,1637796480,-98.6249,33.5562
Archuleta,CO,81121,Arboles,5.69,2.13,scattered clouds,1.08,1637762286,1637798115,-107.4192,37.0281
Arecibo Municipio,PR,00612,Arecibo,27.29,23.37,scattered clouds,26.79,1637750338,1637790528,-66.73,18.45
Arenac,MI,48610,Alger,8.66,6.64,clear sky,6.09,1637757850,1637791397,-84.1872,44.1395
Arkansas,AR,72003,Almyra,17.86,15.16,overcast clouds,14.95,1637758085,1637794640,-91.431,34.4146
Arlington,VA,22201,Arlington,5.77,-0.13,scattered clouds,0.63,1637755277,1637790565,-77.0932,38.8871
Armstrong,PA,15673,North Apollo,5.62,0.2,overcast clouds,1.26,1637756134,1637790891,-79.5581,40.593
Armstrong,TX,79094,Wayside,13.53,12.42,broken clouds,10.27,1637760543,1637796948,-101.3578,34.9653
Aroostook,ME,04471,Orient,-1.21,-2.83,few clouds,-8.07,1637754254,1637787149,-67.8471,45.8911
Arroyo Municipio,PR,00714,Arroyo,26.19,23.62,broken clouds,25.98,1637750130,1637790415,-66.06,17.97
Arthur,NE,69121,Arthur,1.18,-0.07,broken clouds,-6.09,1637761610,1637796042,-101.6931,41.574
Ascension Parish,LA,70346,Donaldsonville,18.97,16.12,scattered clouds,17.34,1637757433,1637795083,-90.997,30.1018
Ashe,NC,28615,Creston,1.78,-3.02,scattered clouds,-2.12,1637756015,1637792014,-81.6506,36.45
Ashland,OH,44805,Ashland,7.1,5.06,overcast clouds,4.31,1637756839,1637791511,-82.3189,40.8559
Ashland,WI,54514,Butternut,2.94,-0.61,overcast clouds,-3.08,1637759716,1637792554,-90.4821,46.0184
Ashley,AR,71635,Crossett,16.23,14.92,overcast clouds,14.42,1637758055,1637794942,-91.9975,33.156
Ashtabula,OH,44003,Andover,7.45,4.25,clear sky,1.64,1637756546,1637790967,-80.5754,41.6225
Asotin,WA,99401,Anatone,2.42,-2.27,broken clouds,-2.88,1637766129,1637798914,-117.0883,46.1285
Assumption Parish,LA,70339,Pierre Part,19.02,16.14,broken clouds,17.69,1637757461,1637795148,-91.1885,29.9476
Atascosa,TX,78008,Campbellton,25.61,22.94,overcast clouds,25.78,1637759018,1637796984,-98.2566,28.767
Atchison,KS,66002,Atchison,14.63,8.76,overcast clouds,10.19,1637759712,1637794789,-95.1304,39.5594
Atchison,MO,64446,Fairfax,10.16,4.32,overcast clouds,3.68,1637759891,1637794727,-95.3751,40.3302
Athens,OH,45701,Athens,8.36,2.45,clear sky,2.88,1637756545,1637791701,-82.102,39.3178
Atkinson,GA,31624,Axson,11.16,7.35,clear sky,9.21,1637755595,1637792953,-82.7319,31.3035
Atlantic,NJ,08037,Hammonton,6.06,0.57,scattered clouds,0.77,1637754834,1637789893,-74.7728,39.638
Atoka,OK,74525,Atoka,20.68,18.23,overcast clouds,20.4,1637759207,1637795780,-96.1418,34.3445
Attala,MS,39067,Ethel,13.86,8.64,broken clouds,10.82,1637757443,1637794339,-89.4659,33.1204
Audrain,MO,63345,Farber,16.19,14.47,overcast clouds,14.87,1637758815,1637793982,-91.5798,39.2742
Audubon,IA,50025,Audubon,4.5,0.21,scattered clouds,-3.02,1637760008,1637794390,-94.9164,41.73
Auglaize,OH,45819,Buckland,9.91,6.9,overcast clouds,6.04,1637757269,1637792014,-84.2603,40.6241
Augusta,VA,22939,Fishersville,4.54,-1.73,clear sky,1.26,1637755614,1637791139,-78.9929,38.0964
Aurora,SD,57368,Plankinton,1.28,-1.39,overcast clouds,-6.8,1637761208,1637794896,-98.4694,43.7373
Austin,TX,77418,Bellville,23.08,21.01,overcast clouds,23.19,1637758679,1637796361,-96.2531,29.9658
Autauga,AL,36003,Autaugaville,10.17,5.62,clear sky,7.67,1637756697,1637793763,-86.7149,32.4625
Avery,NC,28622,Elk Park,2.75,-2.71,scattered clouds,-2.01,1637756050,1637792130,-81.9639,36.1646
Avoyelles Parish,LA,71322,Bunkie,20.05,15.12,scattered clouds,18.87,1637757802,1637795267,-92.1466,30.8641
Baca,CO,81029,Campo,8.19,7.66,overcast clouds,3.78,1637761129,1637796933,-102.5464,37.1195
Bacon,GA,31510,Alma,11.12,7.81,clear sky,8.97,1637755561,1637792859,-82.4633,31.5465
Bailey,TX,79324,Enochs,15.43,10.87,broken clouds,13.7,1637760733,1637797431,-102.7599,33.8731
Baker,FL,32040,Glen Saint Mary,14.36,11.59,clear sky,11.88,1637755344,1637792951,-82.2041,30.2861
Baker,GA,39870,Newton,13.56,5.11,few clouds,8.86,1637755982,1637793337,-84.3367,31.3164
Baker,OR,97814,Baker City,2.68,1.44,clear sky,-3.4,1637766049,1637799352,-117.8344,44.7749
Baldwin,AL,36507,Bay Minette,15.52,9.61,scattered clouds,11.75,1637756750,1637794215,-87.7644,30.8635
Baldwin,GA,31061,Milledgeville,9.12,5.21,clear sky,6.42,1637755942,1637792850,-83.2379,33.08
Ballard,KY,42022,Bandana,14.92,13.1,few clouds,12.44,1637757866,1637793666,-88.9455,37.1459
Baltimore,MD,21013,Baldwin,4.47,-1.17,broken clouds,0.38,1637755229,1637790324,-76.4927,39.5194
Baltimore city,MD,21201,Baltimore,6.01,0.1,scattered clouds,1.64,1637755226,1637790390,-76.6252,39.2946
Bamberg,SC,29003,Bamberg,6.18,2.9,clear sky,3.09,1637755434,1637792292,-81.0177,33.2779
Bandera,TX,78003,Bandera,23.09,18.3,overcast clouds,19.5,1637759321,1637797060,-99.0453,29.7276
Banks,GA,30511,Baldwin,9.34,3.0,few clouds,6.16,1637756180,1637792726,-83.476,34.4574
Banner,NE,69345,Harrisburg,-0.14,-2.54,broken clouds,-6.97,1637762092,1637796529,-103.7111,41.5531
Bannock,ID,83201,Pocatello,0.82,-1.42,few clouds,-2.93,1637764414,1637798397,-112.4381,42.8876
Baraga,MI,49908,Baraga,4.1,2.01,overcast clouds,1.84,1637759414,1637791940,-88.5758,46.8048
Barber,KS,67057,Hardtner,14.01,12.89,overcast clouds,11.64,1637760181,1637796012,-98.6547,37.03
Barbour,AL,36016,Clayton,9.72,5.41,few clouds,5.55,1637756321,1637793533,-85.4509,31.8874
Barbour,WV,26238,Volga,3.73,-0.87,overcast clouds,-1.17,1637756015,1637791230,-80.018,39.1251
Barceloneta Municipio,PR,00617,Barceloneta,27.19,23.27,scattered clouds,26.42,1637750297,1637790487,-66.56,18.45
Barnes,ND,58031,Fingal,-8.02,-10.72,overcast clouds,-16.78,1637761619,1637794155,-97.7812,46.7728
Barnstable,MA,02532,Buzzards Bay,5.04,-1.1,clear sky,-2.61,1637754168,1637788551,-70.5905,41.7455
Barnwell,SC,29812,Barnwell,6.4,3.83,scattered clouds,5.05,1637755509,1637792378,-81.3523,33.2335
Barranquitas Municipio,PR,00794,Barranquitas,23.56,19.66,broken clouds,21.93,1637750208,1637790452,-66.3,18.18
Barren,KY,42123,Austin,10.98,6.33,overcast clouds,7.38,1637757107,1637793003,-85.985,36.8124
Barron,WI,54728,Chetek,5.35,0.27,clear sky,-1.79,1637759862,1637792970,-91.6542,45.317
Barrow,GA,30011,Auburn,9.92,3.65,clear sky,6.52,1637756206,1637792868,-83.8261,34.0191
Barry,MI,48897,Woodland,9.5,7.21,overcast clouds,5.35,1637757824,1637791878,-85.1326,42.7057
Barry,MO,64874,Wheaton,17.17,14.46,overcast clouds,15.65,1637759037,1637794945,-94.0492,36.7651
Bartholomew,IN,47201,Columbus,12.43,9.05,broken clouds,9.09,1637757448,1637792637,-85.9317,39.2055
Barton,KS,67511,Albert,9.79,7.62,scattered clouds,4.5,1637760475,1637795889,-99.0115,38.4528
Barton,MO,64748,Golden City,17.86,16.25,light rain,16.84,1637759141,1637794866,-94.1027,37.3995
Bartow,GA,30103,Adairsville,10.49,4.11,clear sky,6.38,1637756513,1637793085,-84.9176,34.3595
Bastrop,TX,78602,Bastrop,23.83,20.96,overcast clouds,23.1,1637758949,1637796590,-97.2921,30.1388
Bates,MO,64720,Adrian,16.42,13.04,overcast clouds,14.38,1637759354,1637794781,-94.3683,38.4125
Bath,KY,40358,Olympia,11.48,0.58,clear sky,5.6,1637756743,1637792270,-83.7008,38.0849
Bath,VA,24445,Hot Springs,2.38,-2.33,overcast clouds,-0.59,1637755806,1637791369,-79.8717,37.9638
Baxter,AR,72537,Gamaliel,15.72,13.77,overcast clouds,13.81,1637758557,1637794551,-92.2284,36.4618
Bay,FL,32401,Panama City,12.2,7.75,clear sky,10.1,1637756156,1637793793,-85.6494,30.1606
Bay,MI,48611,Auburn,9.94,7.43,few clouds,5.2,1637757734,1637791473,-84.1027,43.608
Bayamn Municipio,PR,00956,Bayamon,26.11,22.94,scattered clouds,25.5,1637750191,1637790407,-66.17,18.32
Bayfield,WI,54814,Bayfield,1.72,-0.22,overcast clouds,-4.08,1637759960,1637792472,-90.8217,46.8354
Baylor,TX,76380,Seymour,19.04,18.27,overcast clouds,18.1,1637759856,1637796628,-99.2587,33.5914
Beadle,SD,57322,Carpenter,-1.34,-3.45,overcast clouds,-7.77,1637761244,1637794595,-97.9168,44.6648
Bear Lake,ID,83220,Bern,-1.91,-4.17,scattered clouds,-5.77,1637764065,1637798244,-111.3926,42.3191
Beaufort,NC,27806,Aurora,7.77,0.58,clear sky,2.21,1637754691,1637791010,-76.7994,35.3023
Beaufort,SC,29902,Beaufort,9.06,3.18,clear sky,6.76,1637755242,1637792317,-80.6698,32.4316
Beauregard Parish,LA,70634,Deridder,21.81,17.83,clear sky,19.64,1637758067,1637795540,-93.2685,30.8287
Beaver,OK,73844,Gate,11.86,10.06,overcast clouds,9.22,1637760500,1637796374,-100.0734,36.8757
Beaver,PA,15001,Aliquippa,6.9,0.55,overcast clouds,3.76,1637756317,1637791074,-80.3197,40.5921
Beaver,UT,84713,Beaver,1.53,0.71,clear sky,-3.87,1637763721,1637799182,-112.6299,38.2807
Beaverhead,MT,59724,Dell,-2.56,-2.96,clear sky,-5.57,1637764805,1637798130,-112.6972,44.723
Becker,MN,56501,Detroit Lakes,-9.73,-12.03,light snow,-18.01,1637761163,1637793681,-95.8453,46.8172
Beckham,OK,73627,Carter,16.37,14.21,overcast clouds,12.85,1637760127,1637796463,-99.4822,35.2208
Bedford,PA,15521,Alum Bank,4.81,-2.65,clear sky,1.5,1637755844,1637790731,-78.6206,40.1858
Bedford,TN,37020,Bell Buckle,11.27,7.05,clear sky,7.44,1637757041,1637793266,-86.3949,35.6381
Bedford,VA,24095,Goodview,6.51,0.25,overcast clouds,3.95,1637755666,1637791448,-79.7429,37.2123
Bee,TX,78102,Beeville,24.12,22.97,overcast clouds,23.93,1637758858,1637796906,-97.7616,28.4222
Belknap,NH,03218,Barnstead,1.91,-2.92,clear sky,-2.38,1637754608,1637788447,-71.2887,43.3349
Bell,KY,40813,Calvin,8.32,2.23,clear sky,3.95,1637756530,1637792454,-83.6405,36.7146
Bell,TX,76501,Temple,23.45,20.43,overcast clouds,22.26,1637759076,1637796484,-97.3343,31.0895
Belmont,OH,43713,Barnesville,6.29,2.36,overcast clouds,1.21,1637756417,1637791366,-81.1375,39.9853
Beltrami,MN,56601,Bemidji,-7.9,-11.44,light snow,-13.39,1637761068,1637793276,-94.8013,47.572
Ben Hill,GA,31750,Fitzgerald,10.82,4.93,clear sky,7.61,1637755772,1637793025,-83.2495,31.7248
Benewah,ID,83824,Desmet,1.77,-1.14,broken clouds,-1.76,1637766282,1637798667,-116.8937,47.126
Bennett,SD,57551,Martin,-4.0,-4.54,broken clouds,-11.4,1637761892,1637795779,-101.7341,43.1722
Bennington,VT,05152,Peru,-1.95,-6.61,scattered clouds,-7.24,1637754978,1637788844,-72.8868,43.2565
Benson,ND,58332,Esmond,-13.04,-15.29,overcast clouds,-20.05,1637762358,1637794366,-99.7617,48.0419
Bent,CO,81038,Fort Lyon,8.29,6.35,overcast clouds,3.46,1637761377,1637796937,-103.0725,37.9555
Benton,AR,72712,Bentonville,17.42,15.47,overcast clouds,15.62,1637759021,1637795044,-94.2224,36.3577
Benton,IA,52206,Atkins,11.51,6.14,clear sky,6.36,1637759321,1637793617,-91.876,41.9881
Benton,IN,47917,Ambia,11.04,8.81,overcast clouds,9.33,1637758019,1637792809,-87.4796,40.4793
Benton,MN,56329,Foley,0.58,-3.1,clear sky,-6.51,1637760477,1637793440,-93.9148,45.6919
Benton,MO,65325,Cole Camp,17.45,14.59,overcast clouds,16.18,1637759078,1637794493,-93.1915,38.4531
Benton,MS,38603,Ashland,14.58,9.6,broken clouds,10.74,1637757591,1637794035,-89.1427,34.8346
Benton,OR,97324,Alsea,8.86,3.34,overcast clouds,5.38,1637767361,1637800813,-123.6089,44.3691
Benton,TN,38221,Big Sandy,13.84,11.25,overcast clouds,11.35,1637757524,1637793584,-88.0627,36.2285
Benton,WA,99320,Benton City,8.67,4.77,clear sky,5.79,1637766736,1637799461,-119.4913,46.2806
Benzie,MI,49616,Benzonia,8.97,6.27,clear sky,5.19,1637758392,1637791772,-86.0961,44.5955
Bergen,NJ,07010,Cliffside Park,6.86,-0.92,clear sky,3.98,1637754833,1637789518,-73.988,40.8222
Berkeley,SC,29410,Hanahan,8.03,3.06,clear sky,4.39,1637755149,1637792099,-80.022,32.9185
Berkeley,WV,25401,Martinsburg,5.45,-0.62,clear sky,2.1,1637755575,1637790689,-77.9727,39.4567
Berks,PA,18056,Hereford,5.05,-1.09,clear sky,2.05,1637755148,1637789952,-75.5491,40.4491
Berkshire,MA,01201,Pittsfield,0.8,-4.36,clear sky,-1.96,1637754925,1637789070,-73.2471,42.4531
Bernalillo,NM,87008,Cedar Crest,8.21,3.91,scattered clouds,6.67,1637761767,1637798127,-106.3617,35.1285
Berrien,GA,31622,Alapaha,11.93,7.23,few clouds,6.9,1637755722,1637793057,-83.2132,31.394
Berrien,MI,49022,Benton Harbor,11.64,8.25,clear sky,9.29,1637758032,1637792289,-86.4234,42.1086
Bertie,NC,27847,Kelford,2.1,-0.88,clear sky,0.05,1637754907,1637790981,-77.1898,36.1871
Bethel Census Area,AK,99551,Akiachak,-18.82,-18.99,few clouds,-25.99,1637781232,1637805101,-161.4314,60.9094
Bexar,TX,78002,Atascosa,24.54,20.31,overcast clouds,23.02,1637759194,1637797041,-98.7421,29.2705
Bibb,AL,35034,Brent,12.69,8.4,scattered clouds,8.56,1637756877,1637793822,-87.2114,32.9357
Bibb,GA,31052,Lizella,8.9,5.69,clear sky,7.16,1637756044,1637793030,-83.825,32.7773
Bienville Parish,LA,71001,Arcadia,20.55,17.78,broken clouds,18.18,1637758201,1637795242,-92.9245,32.5556
Big Horn,MT,59016,Busby,-5.69,-5.69,overcast clouds,-5.69,1637763563,1637796575,-106.8723,45.5541
Big Horn,WY,82410,Basin,2.89,0.35,few clouds,2.22,1637763624,1637797077,-108.0438,44.3788
Big Stone,MN,56210,Barry,-3.9,-8.82,broken clouds,-14.05,1637761087,1637794100,-96.5589,45.5593
Billings,ND,58627,Fairfield,-9.12,-13.13,broken clouds,-17.17,1637763040,1637795386,-103.3056,47.2329
Bingham,ID,83210,Aberdeen,1.08,-9.36,few clouds,-3.65,1637764531,1637798473,-112.84,43.0049
Black Hawk,IA,50613,Cedar Falls,7.86,5.46,broken clouds,6.63,1637759550,1637793664,-92.4497,42.5241
Blackford,IN,47348,Hartford City,10.15,6.57,overcast clouds,5.48,1637757509,1637792309,-85.3758,40.4541
Bladen,NC,28306,Fayetteville,5.03,1.25,clear sky,3.7,1637755163,1637791563,-78.9364,35.0019
Blaine,ID,83313,Bellevue,-0.21,-12.36,clear sky,-11.93,1637764946,1637798735,-114.2498,43.4397
Blaine,MT,59523,Chinook,-10.67,-10.67,broken clouds,-16.12,1637764748,1637796519,-109.2225,48.5799
Blaine,NE,68821,Brewster,1.06,0.85,overcast clouds,-5.26,1637761225,1637795532,-99.8292,41.9467
Blaine,OK,73040,Geary,18.42,15.05,overcast clouds,14.03,1637759920,1637796147,-98.3905,35.6217
Blair,PA,16601,Altoona,4.41,-2.87,overcast clouds,-0.32,1637755847,1637790627,-78.4089,40.5209
Blanco,TX,78606,Blanco,22.3,18.36,overcast clouds,20.15,1637759212,1637796864,-98.4107,30.0874
Bland,VA,24314,Bastian,4.0,-4.56,clear sky,-2.69,1637756007,1637791805,-81.1989,37.1574
Bleckley,GA,31014,Cochran,9.05,4.87,clear sky,4.03,1637755875,1637792958,-83.3229,32.3981
Bledsoe,TN,37367,Pikeville,8.68,1.05,broken clouds,3.2,1637756756,1637792981,-85.2077,35.6408
Blount,AL,35013,Allgood,11.0,3.97,scattered clouds,5.31,1637756823,1637793511,-86.4493,33.9222
Blount,TN,37701,Alcoa,8.29,2.14,broken clouds,5.72,1637756482,1637792666,-83.9809,35.7852
Blue Earth,MN,56001,Mankato,2.35,-0.54,overcast clouds,-4.79,1637760209,1637793748,-93.996,44.1538
Boise,ID,83602,Banks,4.75,-0.09,few clouds,2.04,1637765511,1637799070,-116.124,44.0804
Bolivar,MS,38702,Greenville,16.01,14.49,clear sky,15.21,1637757849,1637794666,-90.9946,33.4258
Bollinger,MO,63662,Patton,13.92,12.71,overcast clouds,11.67,1637758179,1637793883,-90.05,37.4733
Bon Homme,SD,57059,Scotland,0.82,-0.64,overcast clouds,-5.85,1637760921,1637794828,-97.7296,43.1212
Bond,IL,62086,Sorento,15.61,12.36,overcast clouds,12.74,1637758285,1637793545,-89.5653,38.9693
Bonner,ID,83804,Blanchard,3.13,-0.56,overcast clouds,0.51,1637766493,1637798503,-116.9909,48.0223
Bonneville,ID,83285,Wayan,-4.77,-7.27,scattered clouds,-9.65,1637764154,1637798089,-111.2541,43.0269
Boone,AR,72601,Harrison,17.37,13.36,overcast clouds,15.25,1637758737,1637794792,-93.1062,36.2417
Boone,IA,50036,Boone,6.56,1.95,broken clouds,-1.26,1637759816,1637794084,-93.8781,42.0694
Boone,IL,61008,Belvidere,11.27,8.55,overcast clouds,8.05,1637758640,1637792846,-88.8509,42.2595
Boone,IN,46052,Lebanon,11.8,7.53,clear sky,8.63,1637757706,1637792634,-86.4641,40.0449
Boone,KY,41005,Burlington,10.54,8.26,overcast clouds,7.39,1637757141,1637792388,-84.7736,39.015
